Minister,Row_ID,Column I,Column II,Column III
MINISTER_OF_IRRIGATION_CONTD.,12,17. Supervision of all Institutions listed in Column II,,
MINISTER_OF_IRRIGATION_CONTD.,13,Duties & Functions,,
MINISTER_OF_IRRIGATION_CONTD.,14,Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
MINISTER_OF_IRRIGATION_CONTD.,15,"Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
MINISTER_OF_IRRIGATION_CONTD.,16,"Formulation and implementation of policies for labour relations standards, employee administration, welfare and health in line with international standards.",,
MINISTER_OF_IRRIGATION_CONTD.,17,Maintain cooperation with International Labour Organization and International Social Security Association,,
MINISTER_OF_IRRIGATION_CONTD.,18,"Administration and regulation of Employees' Provident Fund, Private Provident Fund and Private pension schemes",,
MINISTER_OF_IRRIGATION_CONTD.,19,Industrial relations and arbitration of industrial disputes,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,1,8. Matters relating to formulation of laws and regulations relevant to labour relations and their regulation,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,2,9. Registration of trade unions and introduction and implementation of positive measures for harnessing activities of all trade unions in the public and private sectors for the country's development,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,3,10. Formulating and implementing policies and programmes for enhancing national productivity,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,4,11. Implementation of national manpower and employment policies,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,5,"12. Broadening foreign employment opportunities, promotion and adopting measures in collaboration with relevant institutions to upgrade the skills required for such employments",,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,6,13. Introducing legal and regulatory measures required to ensure the security of migrant workers,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,7,14. Providing special facilities for expatriate workers and Sri Lankans living abroad to save and invest foreign exchange in Sri Lanka,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,8,15. Implementing special projects to enable those who return to Sri Lanka after foreign employment to commence enterprises,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,9,16. Implementing programmes to ensure the protection and welfare of housemaids working in Middle East and other countries.,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,1,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,2,17. Providing remedies for employment problems of migrant workers and maintaining welfare,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,3,18. Introducing legal reforms to strengthen the process of obtaining compensation entitled to persons who meet with accidents in foreign countries,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,4,19. Regulation of foreign employment agencies,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,5,20. Regulation of levy of fees by employment agencies,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,6,21. Providing career guidance for foreign employment and adopting measures to ensure welfare of those engaged in foreign employments when they are directed to workplaces by foreign employment agencies,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,7,22. All other subjects that come under the purview of Institutions listed in Column II,,
MINISTER_OF_LABOUR_AND_FOREIGN_EMPLOYMENT_CONTD.,8,23. Supervision of all the Institutions listed in Column II,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,1,Duties & Functions,,Laws and Ordinance to be Implemented
MINISTER_OF_PUBLIC_SECURITY_CONTD.,2,2. Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,"All other legislations pertaining to the subjects specified in Column I and II, and not specifically brought under the purview of any other Minister."
MINISTER_OF_PUBLIC_SECURITY_CONTD.,3,"3. Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,4,Maintenance of law and order,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,5,Implementation of strategies comprising broad reforms that ensures community discipline,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,6,Adopting measures to prevent and combat various crimes and anti-social activities that have assumed the proportion of a social calamity,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,7,Control of vehicular traffic,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,8,Carrying out necessary reforms to enhance the service level of the police service to ensure public safety and bring it closer to the public.,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,9,Coordinating the affairs of non-governmental organizations within the national policy framework thereby providing opportunities to contribute to the country's development process.,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,10,Matters relating to all other subjects assigned to Institutions listed in Column II,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,11,Supervision of all Institutions listed in Column II,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,12,Duties & Functions,"Departments, Statutory Institutions & Public Corporations",Laws and Ordinance to be Implemented
MINISTER_OF_PUBLIC_SECURITY_CONTD.,13,Provision of public services under the purview of the Ministry in an efficient and people friendly manner,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,14,"Reforming all systems and procedures using modern management techniques and technology, thus ensuring that the functions of the Ministry are fulfilled while eliminating corruption and waste.",,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,15,Taking measures to supply consumer goods in high quality at fair price without scarcity in the local market.,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,16,Ensure the supply of food and other essential items at a fair price sufficiently and continuously,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,17,Preventing shortages of goods due to market imbalances,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,18,Broadening the market for local farm products,,
MINISTER_OF_PUBLIC_SECURITY_CONTD.,19,Expanding the supply of quality goods in the market through imports and local productions,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,1,9. Maintaining international trade relations,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,2,10. Organizing participation in trade fairs and exhibitions,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,3,11. Copyright matters relating to the administration of the International Convention on Intellectual Property and the World Intellectual Property Office,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,4,12. Make the process for patent granting efficient.,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,5,13. Formulation and implementation of national pricing policies with regard to consumer goods,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,6,14. Taking measures to ensure market competitiveness thereby minimizing the market imperfection and encouraging self-regulation,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,7,15. Taking measures to protect the consumers by supplying quality products at minimum competitive prices continuously and preventing speculative behavior of the suppliers,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,8,16. Expand cooperative sales outlet network and people-centric goods and services distribution centres,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,9,17. All other subjects that come under the purview of Institutions listed in Column II,,
MINISTER_OF_TRADE_COMMERCE_AND_FOOD_SECURITY_CONTD.,10,18. Supervision of all Institutions listed in Column II,,
